################# General info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR273,tourmaline,"92,25","32,68","5,06","31,89","26,26","13,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,tourmaline,"93,45","29,4","7,9","33,28","32,2","9,97","2,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,tourmaline,"93,8","27,79","5,12","33,63","34,26","7,46","3,33",0,0,0,0,"2,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,32",0,0,0,0,0,0
JR273,schorl,"91,35","33,6","2,05","28,81","25,36","12,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,09",0,0,0,"2,74",0,0
JR273,schorl,"91,48","32,54","2,21","36,11","24,21","11,04",0,0,0,0,0,0,0,"2,14",0,0,0,0,0,"3,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,schorl,"92,43","30,64",0,"34,37","26,77","18,07",0,0,"2,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,schorl,"93,39","35,22",0,"35,76","29,42","15,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,schorl,"92,55","31,96","4,7","30,08","26,21","16,26",0,0,0,0,0,0,0,"2,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,schorl,"90,75","31,48","3,78","26,89","26,11","17,39","2,61","4,19",0,0,0,0,0,0,0,0,0,0,0,0,"2,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,schorl,"92,06","38,07",0,"30,53","28,22","14,58","2,27",0,0,"2,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,schorl,"92,19","35,26","2,76","33,23","30,64","13,59",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,schorl,"93,27","34,81","4,27","33,72","29,39","13,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,schorl,"91,05","29,58",0,"34,61","21,57","17,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,5",0,"2,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,dravite,"92,77","30,29","11,09","25,88","28,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,dravite,"93,4","33,83","10,52","33,94","32,87",0,"4,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,dravite,"92,26","35,18","10,07","33,72","30,85","3,47",0,"2,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,dravite,94,"39,43","11,1","31,42","33,09",0,"3,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR273,dravite,"94,2","34,72","9,28","34,22","29,2","2,75","4,14",0,0,0,0,"2,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,97",0,0,0,0,0,0,0,0
JR275,tourmaline,"93,71","33,35","8,89","31,64","29,65","7,12","2,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,tourmaline,"91,84","35,99","8,51","28,59","25,55","14,14",0,"3,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,98",0,0,0,0,0,0,0,0
JR275,tourmaline,"93,06","28,74","7,69","32,88","30,27","9,74","3,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,tourmaline,"93,18","33,24","9,79","30,88","31,49","7,73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,7",0,0,0,0,0,0,0,0,0,0,0,"2,23",0
JR275,tourmaline,"92,67","30,55","8,32","33,73","330,42","8,34","5,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,tourmaline,"91,56","35,86","8,02","27,72","29,38","6,72","5,25",0,0,0,0,"2,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,tourmaline,"93,58","35,5","5,79","33,41","27,91","5,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,tourmaline,"92,95","31,86","6,58","34,32","28,97","9,99","3,29",0,0,0,"2,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,25",0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,tourmaline,"91,42","32,18","7,21","27,14","29,33","6,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,tourmaline,"92,91","32,28","6,62","30,83","31,61","5,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,schorl,"92,9","29,18","3,4",31,"29,34","10,43",0,0,0,0,0,0,0,0,0,"3,27",0,0,0,0,0,0,0,0,0,0,0,0,"4,73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,schorl,"90,05","27,42",0,"32,35","27,39","21,09",0,0,0,0,0,0,0,0,0,0,"2,35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,58",0,0,0,0,0,0,0,0,0
JR275,schorl,"91,51","26,37","3,04","31,63","26,89","16,66","2,79",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,dravite,"90,52","36,33","9,09","27,15","33,35","4,22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,dravite,"94,72","34,19","10,88","38,06","28,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,dravite,"93,72","33,35","8,59","34,35","28,5",0,"2,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR275,dravite,"93,88","38,02","8,52","31,02","31,61","2,99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,tourmaline,"91,59","30,66","6,3","32,12","27,16","11,25","3,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,tourmaline,"92,23","30,67","5,01","28,63","25,51","13,28",0,0,0,0,0,0,0,0,0,0,"3,23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,05",0,0,0
JR352,tourmaline,"93,32","32,43","5,77","33,75","30,36","9,77",0,"2,05",0,0,"2,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,tourmaline,"94,46","33,76","5,64","35,36","28,8","8,86","3,49",0,0,0,"3,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,tourmaline,"94,5","33,22","6,71","37,74","31,81","6,14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,tourmaline,"90,68","32,83","6,7","24,37","28,2","14,16",0,0,"3,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,tourmaline,"92,65","34,88","5,35","35,42","25,83","9,83",0,"3,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,tourmaline,"92,01","38,28","6,35","30,75","28,97","9,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,tourmaline,"91,62","38,71","5,12","31,24","28,13","8,66",0,0,0,0,0,"2,13",0,0,0,0,0,0,0,0,"3,37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,tourmaline,"94,08","35,26","6,05","32,84","29,46","8,63","2,56",0,0,0,"2,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,schorl,"93,3","31,51",0,"33,71","27,97","16,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,schorl,"93,03","32,54","2,07","31,91","26,02","21,35","3,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,12"
JR352,schorl,"91,3","32,16",0,"30,33","25,19","19,45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,15",0,0,0,0,0,0,0,"3,25",0,0,0,0,0,0
JR352,schorl,"93,07","28,92","3,14","33,91","28,69","17,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"2,61",0,0,0,0,0,0
JR352,schorl,"92,1","28,84",0,"31,88","30,1","18,86",0,0,0,0,0,"2,05",0,"2,32",0,0,"2,03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,schorl,"92,76","32,02","4,48","32,34","25,74","15,66","2,09",0,"2,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,schorl,"91,11","36,06",0,"27,73","25,36","20,23","2,06",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,27",0,0,0,0,0,0
JR352,schorl,"92,6","33,37",0,"34,38","26,14","19,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,schorl,"93,57","31,99","3,78","34,53","26,63","1,55",0,0,0,0,"4,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR352,schorl,"93,08","31,71",0,"34,49","29,47","15,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,tourmaline,"90,54","32,12","6,12","29,58","27,18","9,66",0,0,0,0,0,"2,67",0,0,0,0,0,0,0,"3,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,tourmaline,"93,14","29,51","5,04","35,82","27,25","8,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,26",0,0,0,0,0,0
JR329,tourmaline,"93,42","35,12","7,33","37,23","28,52","6,64","2,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,tourmaline,"93,4","32,85","6,07",34,"27,8","8,09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,34",0,0,0,0,0,0,0,0,0,0,0,0,"4,23","2,65",0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,tourmaline,94,35,"5,47","34,87","30,56","9,72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,tourmaline,"93,32","30,76","7,79","34,33","27,68","9,83","2,91","2,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,tourmaline,"92,45","35,45","8,15","27,16","27,35","8,19","2,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,46",0,0,0,0,0,0
JR329,tourmaline,"92,97","34,02","6,74","32,85","26,74","12,18","2,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,tourmaline,"90,98","32,28","5,57","29,53","34,77","16,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,tourmaline,"92,68","33,3","6,09","30,68","29,44","12,35","2,24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,schorl,"92,78","34,73","3,81","32,55","29,57","11,54","2,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,51",0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,schorl,"92,53","36,3","2,5","36,02","23,09","16,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,schorl,"92,92","37,41",0,"35,736","27,88","17,19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,schorl,"92,75","31,12","2,23","35,89","23,37","14,63",0,0,0,0,0,"2,04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,05",0,0,0,0,"4,47",0,0,0,0,0,0,0
JR329,schorl,94,"34,64",0,"32,42","28,59","19,24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,schorl,"93,46","34,64","3,21","35,51","27,3","18,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,schorl,"93,26","30,67",0,"35,24","26,14","18,65",0,"2,15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,81",0
JR329,schorl,93,"32,6","3,7","30,73","31,75",9,"2,79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,schorl,"92,42","28,4","2,74","33,48","30,96","15,17",0,0,0,0,0,0,0,0,0,0,0,0,0,"4,91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,schorl,"93,11","28,31","4,83","36,99","27,56","10,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,dravite,"92,38","31,93","11,94","29,02","28,32","2,51",0,"3,52",0,0,0,0,0,0,0,0,"2,71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,37",0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,dravite,"94,02","30,16","9,96","34,88","30,48",0,"3,61","3,71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,21",0,0,0,0,0,0
JR329,dravite,"92,42","28,13","6,79","33,67","30,07","3,64",0,"3,89",0,"2,31",0,0,0,0,0,"4,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR329,dravite,"92,54","34,92","13,56","31,41","30,22","2,1",0,"3,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,tourmaline,93,"34,84","6,58","35,35","30,59","8,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,tourmaline,"93,82","31,47","5,19","35,55","27,46","9,57",0,"2,57",0,0,0,0,0,0,0,0,"2,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,tourmaline,"93,47","27,99","6,78","35,27","31,67","9,25",0,"2,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,tourmaline,"92,05","34,19","4,04","30,32","30,46","11,25",0,0,0,0,0,0,0,0,"2,05",0,0,"2,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,tourmaline,"93,87","31,02","9,42","36,02","30,52","6,53","2,81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,87",0,0,0,0,0,0,0,0
JR330,tourmaline,"92,43","33,66","8,31","31,6","31,72","6,97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JR330,tourmaline,"93,13","31,54","5,4","29,2","30,64","7,78",0,0,0,0,0,0,0,0,0,0,0,"4,74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,38",0,0,0,0,0,0
JR330,tourmaline,"93,99","35,36",8,"35,89","25,8","6,49","2,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,35",0,0,0,0,0,0
